item_id,register,generator,condition,is_human,context,text,source_row,pair_id,supersedes
1023,informal,gpt-5.6,human_like,False,Alvedon tuggtablett. Någon som märkt hur äckliga dom är? [deleted],"Ja fy, de är verkligen vidriga 😅 Smakar typ sött kritpulver med en besk eftersmak. Vanliga tabletter är hundra gånger lättare att få i sig om man kan svälja dem.",32,informal-32,
1024,informal,gpt-5.6,detector_evasive,False,Alvedon tuggtablett. Någon som märkt hur äckliga dom är? [deleted],"Ja, smakar sött kritdamm med nån skum bananrest... Vem testade smaken och tänkte ”den här kör vi på”? Vanlig Alvedon-tablett är mindre plågsam.",32,informal-32,
1025,informal,gpt-5.6,baseline,False,Ska våldtäktsmän verkligen få stanna när skötsamma människor skickas hem?,"Nej, självklart känns det orimligt. Den som döms för våldtäkt och saknar svenskt medborgarskap bör utvisas när lagen medger det. Samtidigt måste varje fall prövas rättssäkert – utvisning kan exempelvis hindras av risk för tortyr eller dödsstraff. Problemet löses inte genom att ställa brottslingar mot skötsamma människor, utan genom tydliga lagar och konsekventa beslut.",50,informal-50,
1026,informal,gpt-5.6,human_like,False,Ska våldtäktsmän verkligen få stanna när skötsamma människor skickas hem?,"Nej, den som döms för våldtäkt och saknar rätt att stanna bör utvisas efter avtjänat straff, så långt lagen medger. Samtidigt är det orimligt att skötsamma människor som jobbar, betalar skatt och byggt ett liv här skickas hem på grund av små byråkratiska fel. Rättssäkerhet måste gälla, men reglerna behöver uppenbarligen ses över.",50,informal-50,
1027,informal,gpt-5.6,detector_evasive,False,Ska våldtäktsmän verkligen få stanna när skötsamma människor skickas hem?,"Nej. Den som dömts för våldtäkt och saknar rätt att stanna ska utvisas efter avtjänat straff, så långt lagen tillåter. Samtidigt skickar Migrationsverket ut folk som jobbar, betalar skatt och sköter sig. Hur blev det rimligt? Reglerna måste väga in brott, arbete och faktisk anknytning bättre. Idag slår systemet ofta helt fel.",50,informal-50,
1028,informal,gpt-5.6,baseline,False,"""Ett land där alla har rätt till sin egen postmoderna verklighet. Ett land där konsensus är viktigare än rimlighet."" Vad tycker ni om Henrik Alexanderssons beskrivning av Sverige?","Träffande som polemisk formulering, men knappast som en rättvis beskrivning av hela Sverige. Visst finns en stark konsensuskultur och ibland behandlas subjektiva upplevelser som fakta, men det är varken unikt svenskt eller något som präglar alla samhällsområden. Mer slagkraftigt än analytiskt, skulle jag säga.",61,informal-61,
1029,informal,gpt-5.6,human_like,False,"""Ett land där alla har rätt till sin egen postmoderna verklighet. Ett land där konsensus är viktigare än rimlighet."" Vad tycker ni om Henrik Alexanderssons beskrivning av Sverige?","Lite tillspetsat, men han sätter fingret på något. Sverige har ofta en stark konsenskultur där avvikande åsikter bemöts med misstänksamhet snarare än sakargument. Samtidigt är det knappast unikt för Sverige, och formuleringen om ”sin egen postmoderna verklighet” känns mest som retorik för att provocera. Det finns en poäng i botten, men beskrivningen är för svepande för att vara särskilt träffsäker.",61,informal-61,
1030,informal,gpt-5.6,detector_evasive,False,"""Ett land där alla har rätt till sin egen postmoderna verklighet. Ett land där konsensus är viktigare än rimlighet."" Vad tycker ni om Henrik Alexanderssons beskrivning av Sverige?","Träffande som provokation, men rätt grovt förenklat. Sverige har en stark konsensuskultur. Det märks i debatten om migration, kärnkraft och Folkhälsomyndigheten. När rätt åsikt blir viktigare än sakskäl stelnar allt. Samtidigt är svensk politik knappast unik där. Har inte varje land sina egna tabun...?",61,informal-61,
1031,informal,gpt-5.6,baseline,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Jag tycker Mikael Damberg brukar ge ett lugnt och kompetent intryck, även när man inte håller med honom. Jakob Forssmed känns också ovanligt saklig och lågmäld, och Carl-Oskar Bohlin är tydlig och engagerad inom sitt område. Ygeman håller jag med om – stabil, men ibland lite väl inövad. Överlag uppskattar jag politiker som kan resonera utan att varje svar blir en partiledardebatt i miniformat.",73,informal-73,
1032,informal,gpt-5.6,human_like,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Carl-Oskar Bohlin ger ett rätt kompetent och sansat intryck, tycker jag. Även Jakob Forssmed känns ovanligt saklig. På vänstersidan är Nooshi Dadgostar retoriskt vass, även om jag inte håller med henne i allt. Ygeman har absolut en trygg framtoning, men han har också en del gammalt bagage. Överlag är det nästan lättare att uppskatta ministrar och utskottsfolk än partiledarna just nu.",73,informal-73,
1033,informal,gpt-5.6,detector_evasive,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Jakob Forssmed ger ett bra intryck. Saklig. Påläst. Inte fast i partiets vanliga pratmallar. Carl-Oskar Bohlin känns också rak och närvarande. På S-sidan gillar jag Mikael Damberg mer än partiledningen. Ygeman är stabil, men har en del gammalt bagage... Måste man välja en blir det nog Forssmed.",73,informal-73,
1034,informal,gpt-5.6,baseline,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Jakob Forssmed och Carl-Oskar Bohlin ger oftast ett sakligt och påläst intryck, även när jag inte håller med dem. Ygeman har också en trygg framtoning, men en del politiskt bagage. Magdalena Andersson är bättre i längre intervjuer än i partiledardebatter. Överlag uppskattar jag politiker som kan svara rakt utan att omedelbart gå över till inövade talepunkter.",74,informal-74,
1035,informal,gpt-5.6,human_like,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Jakob Forssmed tycker jag ofta ger ett rätt sansat och påläst intryck, även om jag inte delar KD:s politik i stort. Carl-Oskar Bohlin känns också ovanligt rak och konkret. På vänstersidan har jag rätt stort förtroende för Mikael Damberg – lite tråkig kanske, men stabil och kompetent. Ygeman håller jag med om, han känns mer jordnära än många andra.",74,informal-74,
1036,informal,gpt-5.6,detector_evasive,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,Carl-Oskar Bohlin ger ett seriöst intryck. Rak och påläst utan onödigt spel. Mikael Damberg känns också stabil. Elisabeth Svantesson kan sin sak även när jag inte håller med. Sen har jag viss respekt för Nooshi Dadgostar. Tydlig och backar inte så fort det blåser. Varför är den nivån så ovanlig bland partiledarna...?,74,informal-74,
1037,informal,gpt-5.6,baseline,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Carl-Oskar Bohlin ger ett påläst och tydligt intryck, särskilt i krisberedskapsfrågor. Även Mikael Damberg känns saklig och ganska lågmäld. Nooshi Dadgostar är retoriskt skicklig, även när jag inte håller med henne. Ygeman håller jag med om – stabil och mindre tillrättalagd än många andra.",75,informal-75,
1038,informal,gpt-5.6,human_like,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Carl-Oskar Bohlin har faktiskt gjort ett rätt bra intryck på mig. Saklig, tydlig och verkar påläst utan att hela tiden försöka leverera en viral one-liner. Även Elisabeth Svantesson känns kompetent, trots att jag inte alltid håller med henne politiskt. På S-sidan tycker jag också att Ygeman har ett lugn som många andra saknar.",75,informal-75,
1039,informal,gpt-5.6,detector_evasive,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,Carl-Oskar Bohlin ger bra intryck. Rak. Påläst. Inget onödigt trams. Elisabeth Svantesson känns också saklig även när man inte håller med. Ygeman har rutin men väcker inte direkt nån större entusiasm... Saknar fler politiker som kan svara på en enkel fråga utan att dra hela partiets talepunkter. Ska det vara så svårt?,75,informal-75,
1040,informal,gpt-5.6,baseline,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Carl-Oskar Bohlin ger ett rätt sakligt och kompetent intryck, särskilt i krisberedskapsfrågor. Jag tycker även att Ygeman ofta känns stabil och mindre tillrättalagd än många andra. Elisabeth Svantesson kan vara tydlig även när man inte håller med henne. Överlag uppskattar jag politiker som svarar konkret och inte låter som att de läser direkt ur partiets talepunkter.",76,informal-76,
1041,informal,gpt-5.6,human_like,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,"Ygeman håller jag faktiskt med om, han känns trygg och ganska ospektakulär på ett bra sätt. Carl-Oskar Bohlin och Elisabeth Svantesson ger också ett kompetent intryck, även om jag inte alltid håller med dem politiskt. Magdalena Andersson är bättre i längre intervjuer än i debatter, tycker jag. Överlag är det nästan alltid ministrar och riksdagsledamöter lite under partiledarnivån som känns mest vettiga.",76,informal-76,
1042,informal,gpt-5.6,detector_evasive,False,Vilka enskilda politiker ger bäst intryck? Jag har just nu svårt för alla våra partiledare. Ygeman känns stabil. Vilka favoriter har ni?,Carl-Oskar Bohlin ger bra intryck. Rak. Påläst. Inget onödigt trams. Elisabeth Svantesson känns också saklig även när man inte håller med. På andra sidan gillar jag Ygeman och Mikael Damberg. Lite tråkiga kanske... men ska politik alltid vara underhållning?,76,informal-76,
1043,informal,gpt-5.6,baseline,False,"Det slog mig att juldagen inte har samma ""självklara"" traditioner som julafton, visst firar många julafton olika men tex julklapparna öppnas ju alltid den 24:e. Vad är juldagen för dig?","Juldagen är framför allt den stora återhämtningsdagen för mig. Sovmorgon, långfrukost, rester från julbordet, promenad och någon film eller serie i soffan. Inga måsten och helst inga tider att passa – det är nästan det bästa med hela julen.",87,informal-87,
1044,informal,gpt-5.6,human_like,False,"Det slog mig att juldagen inte har samma ""självklara"" traditioner som julafton, visst firar många julafton olika men tex julklapparna öppnas ju alltid den 24:e. Vad är juldagen för dig?","Juldagen är mest en återhämtningsdag för mig. Sovmorgon, rester från julbordet, mjukiskläder och någon film man redan sett tio gånger. Ibland blir det en promenad eller fika hos släkten, men framför allt är det skönt att inte ha några måsten efter allt ståhej på julafton.",87,informal-87,
1045,informal,gpt-5.6,detector_evasive,False,"Det slog mig att juldagen inte har samma ""självklara"" traditioner som julafton, visst firar många julafton olika men tex julklapparna öppnas ju alltid den 24:e. Vad är juldagen för dig?",Juldagen är återhämtningsdagen. Pyjamas halva dan. Julrester till lunch. En promenad när dagsljuset tittar fram. Sen Karl-Bertil Jonsson på SVT Play eftersom man missade honom kvällen före. Inga tider att passa och inga paket kvar. Vad mer behövs...?,87,informal-87,
1046,informal,gpt-5.6,baseline,False,Vilka enskilda politiker ger bäst intryck?,"Carl-Oskar Bohlin ger ett seriöst och påläst intryck, särskilt i beredskapsfrågor. Magdalena Andersson känns också kompetent och trygg, även om man inte delar hennes politik. Nooshi Dadgostar är tydlig och rak i debatter. Överlag uppskattar jag politiker som svarar konkret utan att bara rabbla partiets talepunkter.",95,informal-95,
1047,informal,gpt-5.6,human_like,False,Vilka enskilda politiker ger bäst intryck?,"Jag tycker Magdalena Andersson och Carl-Oskar Bohlin ger bäst intryck, fast på olika sätt. Andersson känns trygg och erfaren, medan Bohlin ofta är ovanligt rak och saklig. Sen håller jag absolut inte med dem om allt, men de framstår åtminstone som pålästa och någorlunda vuxna i rummet.",95,informal-95,
1048,informal,gpt-5.6,detector_evasive,False,Vilka enskilda politiker ger bäst intryck?,"Carl-Oskar Bohlin ger bäst intryck på mig. Rak. Påläst. Inget onödigt svammel. Jakob Forssmed känns också seriös och rätt lågmäld. På vänstersidan tycker jag Nooshi Dadgostar är skicklig, även när jag inte håller med. Vem orkar med fler politiker som bara läser innantill?",95,informal-95,
1049,informal,gpt-5.6,baseline,False,Vilka enskilda politiker ger bäst intryck?,"Carl-Oskar Bohlin ger ett väldigt sakligt och påläst intryck, särskilt i krisberedskapsfrågor. Magdalena Andersson känns också trygg och erfaren, även om man inte håller med henne politiskt. Dessutom tycker jag att Nooshi Dadgostar ofta är tydlig och rak i debatter. Det är faktiskt lättare att uppskatta enskilda politiker än partierna som helhet.",96,informal-96,
1050,informal,gpt-5.6,human_like,False,Vilka enskilda politiker ger bäst intryck?,"Magdalena Andersson och Carl-Oskar Bohlin ger bäst intryck på mig, trots att de står ganska långt ifrån varandra politiskt. Båda känns pålästa, relativt raka och mindre upptagna av billiga poänger än många andra. Nooshi Dadgostar är också skicklig i debatter, även om jag inte håller med henne om särskilt mycket.",96,informal-96,
1051,informal,gpt-5.6,detector_evasive,False,Vilka enskilda politiker ger bäst intryck?,Carl-Oskar Bohlin ger bra intryck. Rak. Påläst. Inget onödigt svammel. Samma med Elisabeth Svantesson även om jag inte köper all politik. Magdalena Andersson känns ofta mer stabil än sitt parti. Nooshi Dadgostar är skicklig i debatter och vågar säga nej. Sen saknar man politiker som kan svara på en enkel fråga utan fem minuter inövade fraser... Är det för mycket begärt?,96,informal-96,
1052,informal,gpt-5.6,baseline,False,Kan man driva ett klockbatteri genom att utvinna energi från handledens värme? Köpte en Apple Watch och det slog mig. Borde det inte gå att omvandla den värmeenergi som handleden utsöndrar för att ladda batteriet? Någon som vet/hört något?,"Ja, i princip – med en termoelektrisk generator (Seebeckeffekten). Men det krävs en temperaturskillnad mellan handleden och klockans utsida, och den är oftast bara några få grader. Då blir effekten väldigt liten, typ mikro- till låga milliwatt under bra förhållanden, medan en Apple Watch i snitt behöver betydligt mer och ännu mer vid skärm/GPS.

Tekniken har använts i vissa extremt strömsnåla klockor och sensorer, men för en smartwatch skulle den på sin höjd kunna ge lite underhållsladdning och marginellt längre batteritid. Dessutom måste klockan kunna avleda värme på utsidan – är hela klockan nästan kroppstempererad får man i princip ingen energi alls.",102,informal-102,
1053,informal,gpt-5.6,human_like,False,Kan man driva ett klockbatteri genom att utvinna energi från handledens värme? Köpte en Apple Watch och det slog mig. Borde det inte gå att omvandla den värmeenergi som handleden utsöndrar för att ladda batteriet? Någon som vet/hört något?,"Ja, i teorin – med en termoelektrisk generator som utnyttjar temperaturskillnaden mellan handleden och luften. Problemet är att skillnaden oftast bara är några få grader och då blir effekten väldigt liten, typ mikro- till milliwatt beroende på yta och förhållanden. Det kan räcka till en extremt strömsnål vanlig klocka eller någon enkel sensor, men en Apple Watch drar betydligt mer, särskilt med skärm, GPS och radiosändare. Möjligen skulle det kunna förlänga batteritiden lite, men knappast göra den självförsörjande. Är det varmt ute försvinner dessutom nästan hela temperaturskillnaden.",102,informal-102,
1054,informal,gpt-5.6,detector_evasive,False,Kan man driva ett klockbatteri genom att utvinna energi från handledens värme? Köpte en Apple Watch och det slog mig. Borde det inte gå att omvandla den värmeenergi som handleden utsöndrar för att ladda batteriet? Någon som vet/hört något?,"Det går. Kallas termoelektrisk generator och bygger på Seebeckeffekten. Problemet är temperaturskillnaden. Handleden ligger nära klockans temp så man får ut rätt lite effekt. Seiko Thermic testade detta redan på 90-talet och Matrix PowerWatch kör samma idé. Funkar för snåla urverk och sensorer. En Apple Watch med skärm, GPS, wifi och processor drar långt mer. Möjligen några extra minuters batteritid... knappast självladdande.",102,informal-102,
1055,informal,gpt-5.6,baseline,False,Kan man driva ett klockbatteri genom att utvinna energi från handledens värme? Köpte en Apple Watch och det slog mig. Borde det inte gå att omvandla den värmeenergi som handleden utsöndrar för att ladda batteriet? Någon som vet/hört något?,"Ja, tekniskt sett går det med en termoelektrisk generator som utnyttjar temperaturskillnaden mellan huden och omgivningen. Problemet är att skillnaden oftast bara är några få grader och att en klockas lilla yta därför ger väldigt lite effekt – typ mikro- till möjligen låga milliwatt under bra förhållanden. En Apple Watch drar betydligt mer än så, så det skulle på sin höjd kunna förlänga batteritiden lite, inte hålla den laddad. Dessutom fungerar det ännu sämre när omgivningen är varm. Tekniken finns i experimentella sensorer och enklare lågförbrukande klockor, men är än så länge rätt opraktisk för smartklockor.",103,informal-103,
1056,informal,gpt-5.6,human_like,False,Kan man driva ett klockbatteri genom att utvinna energi från handledens värme? Köpte en Apple Watch och det slog mig. Borde det inte gå att omvandla den värmeenergi som handleden utsöndrar för att ladda batteriet? Någon som vet/hört något?,"Ja, rent tekniskt går det med en termoelektrisk generator som utnyttjar temperaturskillnaden mellan handleden och omgivningen. Problemet är att skillnaden oftast bara är några få grader, så effekten blir väldigt liten. Det kan räcka till extremt strömsnåla klockor (det har faktiskt funnits sådana), men en Apple Watch drar alldeles för mycket med skärm, sensorer, GPS osv. Möjligen skulle det kunna ge lite extra batteritid, men knappast ersätta vanlig laddning.",103,informal-103,
1057,informal,gpt-5.6,detector_evasive,False,Kan man driva ett klockbatteri genom att utvinna energi från handledens värme? Köpte en Apple Watch och det slog mig. Borde det inte gå att omvandla den värmeenergi som handleden utsöndrar för att ladda batteriet? Någon som vet/hört något?,"Ja, med ett termoelektriskt element. Problemet är att det krävs temperaturskillnad. Handleden ligger nära klockans temp och då blir effekten liten. Kan räcka till ett enkelt kvartsur, men inte till en Apple Watch med skärm, GPS och radio. Seiko Thermic och Matrix PowerWatch har testat tekniken. För Apple Watch blir prylarna större än nyttan... solceller ger mer.",103,informal-103,
1058,informal,gpt-5.6,baseline,False,Ifall det finns no go zoner där polisen inte färdas varför säljer man bara inte sitt knark där?,"”No go-zoner” där polisen aldrig åker in finns inte i Sverige. Det finns utsatta områden där insatser kan kräva mer planering och resurser, men polisen patrullerar och gör tillslag även där. Dessutom säljs narkotika där kunderna finns, och öppen försäljning innebär fortfarande risk för spaning, beslag, rån och konflikter med andra kriminella.",104,informal-104,
1059,informal,gpt-5.6,human_like,False,Ifall det finns no go zoner där polisen inte färdas varför säljer man bara inte sitt knark där?,"För att ”no go-zoner” mest är ett missvisande begrepp. Polisen åker visst in i de områdena, ofta med extra resurser, spaning och kameror. Att stå öppet och sälja där är alltså knappast riskfritt – dessutom har man rivaler och boende att förhålla sig till.",104,informal-104,
1060,informal,gpt-5.6,detector_evasive,False,Ifall det finns no go zoner där polisen inte färdas varför säljer man bara inte sitt knark där?,"För att ”no go-zon” mest är en missvisande etikett. Polisen åker in i Rinkeby, Rosengård och andra utsatta områden. De gör razzior, spanar och griper folk. Kameror finns också. Dessutom måste kunder ta sig dit och rivaler lär inte lämna säljare i fred... så var skulle det riskfria ligga?",104,informal-104,
1061,informal,gpt-5.6,baseline,False,Vad kallar en blind programmerare sin ledhund? SYNTAX.,"Haha, den var så dålig att den nästan kompilerar. 😄",112,informal-112,
1062,informal,gpt-5.6,human_like,False,Vad kallar en blind programmerare sin ledhund? SYNTAX.,"Haha, den var så dålig att den nästan blev bra. 😄",112,informal-112,
1063,informal,gpt-5.6,detector_evasive,False,Vad kallar en blind programmerare sin ledhund? SYNTAX.,"Haha, den var torr. Men Syntax är ändå bättre hundnamn än Java... vem vill ropa det i parken?",112,informal-112,
1064,informal,gpt-5.6,baseline,False,Vilken streaming tjänst är bäst i nuläget?,"Beror helt på vad du gillar, men Max är nog bäst allround just nu med bra serier, filmer och HBO-utbud. Netflix har störst bredd men känns dyrt och ojämnt, medan Disney+ är bäst för barnfamiljer och franchise-fans. Jag hade kört Max och bytt mellan övriga månadsvis beroende på vad man vill se.",119,informal-119,
1065,informal,gpt-5.6,human_like,False,Vilken streaming tjänst är bäst i nuläget?,"Beror helt på vad du gillar, men jag tycker Max ger mest för pengarna just nu. Bra blandning av filmer, HBO-serier och dokumentärer. Netflix har störst utbud men känns också dyrast sett till hur mycket bra grejer man faktiskt hittar. Jag brukar köra en tjänst i taget och byta när jag sett klart det jag vill se.",119,informal-119,
1066,informal,gpt-5.6,detector_evasive,False,Vilken streaming tjänst är bäst i nuläget?,"Max ger mest för pengarna nu. Bra serier, stark filmkatalog och HBO-grejerna håller. Netflix har mer men också mycket skräp. Apple TV+ vinner på kvalitet men utbudet är tunt. Och SVT Play ska inte glömmas... gratis och ofta bättre än väntat.",119,informal-119,
1067,informal,gpt-5.6,baseline,False,"Mat till event utan kylskåp, men micro? Hyfsat less på panpizzor. **edit:** shit, menade inte till andra, bara till mig då","Kör portionspåsar med mikroris + tonfisk/makrill på burk, färdiga grytor/soppor i tetra, nudlar eller havregrynsgröt. Tortillabröd, mjukost på tub och konserver funkar också utan kyl så länge förpackningen är oöppnad. Betydligt roligare än panpizza varje dag.",128,informal-128,
